date,long_return,short_return,total_return
2004-01-02,2.332724073589948,2.946373432755796,-0.6136493591658478
2004-01-05,0.9354089418102952,0.5211957258537402,0.414213215956555
2004-01-06,0.6556569283761887,0.019010212888279615,0.6366467154879091
2004-01-07,1.0405940975279104,1.5446478869342295,-0.5040537894063191
2004-01-08,-0.08021377823633148,-0.5553329908482729,0.47511921261194145
2004-01-09,1.3911914084800086,1.5576310513495992,-0.16643964286959068
2004-01-12,-0.3746598045571005,-1.336476348072707,0.9618165435156065
2004-01-13,0.4904157501570491,0.7288807742182503,-0.23846502406120118
2004-01-14,0.08573939510539218,0.14222738975116525,-0.056487994645773074
2004-01-15,1.3307951237078308,2.499534541654726,-1.1687394179468953
2004-01-16,1.2360043800875409,1.0285491195598275,0.20745526052771335
2004-01-20,-0.1860941518256531,-1.5057433866400423,1.3196492348143891
2004-01-21,-0.8392180904242476,-1.0889321123841373,0.2497140219598898
2004-01-22,-0.20129455116424214,0.023110861620653768,-0.2244054127848959
2004-01-23,1.3476639700438406,1.2086479771355212,0.13901599290831945
2004-01-26,-1.808950610479339,-1.3105630489763822,-0.4983875615029567
2004-01-27,-1.4835229120556346,-1.7616222741627339,0.2780993621070993
2004-01-28,-1.105418514739496,-1.0090927360807636,-0.09632577865873237
2004-01-29,0.900740183563951,0.23151491087216686,0.6692252726917842
2004-01-30,-0.6370762707056,-0.1496262805626112,-0.48744999014298884
2004-02-02,-0.7273323849479725,-0.2434283429907368,-0.4839040419572357
2004-02-03,-2.1711607278214453,-1.9223283859876301,-0.2488323418338152
2004-02-04,1.0804039485973673,0.2867219980564706,0.7936819505408967
2004-02-05,2.9997347218944648,2.02795871889979,0.9717760029946749
2004-02-06,0.45032147193838973,-0.1161482287249978,0.5664697006633875
2004-02-09,0.8746787729454882,0.6973876792216063,0.17729109372388197
2004-02-10,1.2235007781476026,0.9620032192803637,0.2614975588672389
2004-02-11,-0.7039705301109153,-0.7183256737991609,0.014355143688245642
2004-02-12,-1.2456718834619587,-0.9427345954632422,-0.30293728799871644
2004-02-13,1.4395540495994654,1.02130047481363,0.41825357478583536
2004-02-17,0.14125508466923592,-0.5461403243346331,0.687395409003869
2004-02-18,-2.0481891782456234,-1.4774425916025022,-0.5707465866431212
2004-02-19,-0.6538024488377302,-0.8027445754814374,0.1489421266437072
2004-02-20,-2.3641786427131426,-1.7207910407658167,-0.6433876019473259
2004-02-23,-0.16728211768585452,-0.2660425885497628,0.0987604708639083
2004-02-24,1.6679733147420954,1.1911452607522957,0.47682805398979977
2004-02-25,1.0578507185379207,1.1040327915575265,-0.04618207301960586
2004-02-26,0.1363088601345642,0.20506801372427821,-0.06875915358971402
2004-02-27,1.8420722282092028,1.5164105056773005,0.3256617225319023
2004-03-01,-0.408666202413072,-0.6684969604481342,0.2598307580350622
2004-03-02,-0.7751794252342356,-0.2665199189660606,-0.5086595062681749
2004-03-03,1.3907106445433088,0.7921828889879953,0.5985277555553136
2004-03-04,-0.023648770549195626,-0.061287326849258465,0.03763855630006284
2004-03-05,-2.7890438337962227,-1.2610665336231819,-1.5279773001730408
2004-03-08,-1.2777769461062014,-1.2402904258856118,-0.037486520220589625
2004-03-09,-1.9376686811129529,-1.7182714266390045,-0.21939725447394842
2004-03-10,-1.0681685052345165,-1.44404508309915,0.3758765778646336
2004-03-11,2.678752341703351,2.036805754177032,0.6419465875263191
2004-03-12,-2.696282237022435,-2.310042677045155,-0.3862395599772799
2004-03-15,0.1957542342268453,0.27187101710345507,-0.07611678287660978
2004-03-16,2.43812328103367,1.7324015298825546,0.7057217511511156
2004-03-17,-0.5727122278411192,-0.5363328714575829,-0.03637935638353629
2004-03-18,-1.3269921849882207,-0.9636531931665964,-0.3633389918216243
2004-03-19,-2.1624145972620203,-2.0296451851751836,-0.1327694120868368
2004-03-22,0.09148736821778744,-0.297983276646893,0.3894706448646804
2004-03-23,0.0847971098786722,-0.10982770612817316,0.19462481600684536
2004-03-24,2.5074149892101905,3.3289366653857484,-0.8215216761755579
2004-03-25,0.6500028213363941,-0.00938709318202517,0.6593899145184192
2004-03-26,1.618914220997348,1.4643056617522383,0.15460855924510963
2004-03-29,0.9219967969640422,0.7429399121280419,0.17905688483600035
2004-03-30,-0.07592110635631924,-0.29947122031366763,0.2235501139573484
2004-03-31,1.233531024125279,0.715672863473867,0.517858160651412
2004-04-01,1.8381191202723963,1.6945460862775268,0.14357303399486954
2004-04-02,1.2621102923239405,0.8770714582549386,0.38503883406900186
2004-04-05,-0.7044880988892044,-1.3835865001018512,0.6790984012126469
2004-04-06,0.1504801630485377,-0.0872489780204139,0.2377291410689516
2004-04-07,0.5425011495309241,0.3838892518196275,0.15861189771129658
2004-04-08,0.5008626610968374,0.545409190253183,-0.044546529156345605
2004-04-12,-2.028461521173523,-1.6946182542035322,-0.3338432669699909
2004-04-13,-0.4793548166920802,-0.13339000974552867,-0.3459648069465515
2004-04-14,-1.30944569426724,-0.788057222391416,-0.5213884718758239
2004-04-15,-0.9045139947387503,-0.3103206925769592,-0.5941933021617911
2004-04-16,1.5415785010991263,0.6987517657221936,0.8428267353769328
2004-04-19,-2.0794744492392265,-2.2512623350003875,0.171787885761161
2004-04-20,1.1072253887537717,0.8994761767291551,0.2077492120246166
2004-04-21,1.4134870826699766,1.0280624604160926,0.38542462225388396
2004-04-22,0.275779756229536,-0.18661793310361335,0.46239768933314934
2004-04-23,-1.0707564398580398,-0.8138242667399954,-0.2569321731180444
2004-04-26,-1.0016600887265539,-0.2784301489419156,-0.7232299397846382
